,id,source_url,captions,md5
350,919,http://plantid.net/PhotoPath/Thumb192/__KM/Sonchus%20asper%20ssp.%20asper_0000%200000%201208%202092.jpg,"Sonchus asper ssp. asper, Sow Thistle has distinctive, long-spined leaves that wrap around the stem in a curlicue.",7e9bca00c8357ec1dca5aaa4c3fdc425
351,920,http://plantid.net/PhotoPath/Thumb192/__SSM/Sonchus%20asper%20ssp.%20asper_0000%200000%200716%202802.jpg,"Sonchus asper ssp. asper, Flower heads bulge at the base, like a vase.",daccb73b2242267ae82065e0719fa730
352,921,http://plantid.net/PhotoPath/Thumb192/__NK/Sonchus%20asper%20ssp.%20asper_0000%200000%201218%203894.jpg,"Sonchus asper ssp. asper, Sow Thistle has a thick, red stem, grows to over 3 feet tall, and branches to many flower heads at the top.",2ec377cb30c4a616de1db6b84b944348
353,922,http://plantid.net/PhotoPath/Thumb192/__NK/Sonchus%20oleraceus_0000%200000%200212%202220.jpg,"Sonchus oleraceus, Several yellow dandelion-like flower heads connect to the top of the stem.  The flower head base is vase shaped, with a wide bottom.",4e766934554ce086cd237ff15c89b54c
354,923,http://plantid.net/PhotoPath/Thumb192/__KM/Sonchus%20oleraceus_0000%200000%201115%203243.jpg,"Sonchus oleraceus, Leaves are deeply lobed with small teeth at the margins.  They often end in a large arrowhead shape.",2b472c0bd47977bc21c9bda489164e26
355,924,http://plantid.net/PhotoPath/Thumb192/__NK/Sonchus%20oleraceus_0000%200000%200212%202214.jpg,"Sonchus oleraceus, After pollination, brown seeds mature on the flower head base and grow inverted cones of white bristles to help them fly away when they're mature.",c0186e2c6b23a5113057befb75377a61
356,925,http://plantid.net/PhotoPath/Thumb192/__KM/Stebbinsoseris%20heterocarpa_0000%200000%201208%202098.jpg,"Stebbinsoseris heterocarpa, White or yellow dandelion heads are small, about 1/2"" across.  Each head sits atop a bare stem.",1359545573dc66af9aaade281890e4ac
357,926,http://plantid.net/PhotoPath/Thumb192/__BB/Stebbinsoseris%20heterocarpa_0000%200000%201009%201209.jpg,"Stebbinsoseris heterocarpa, Basal leaves are linear, with thin, opposite lobes .",447aad03431e2ddeb7bad9fe44e6d586
358,927,http://plantid.net/PhotoPath/Thumb192/__NK/Stebbinsoseris%20heterocarpa_0000%200000%200509%200584.jpg,"Stebbinsoseris heterocarpa, A pappus of scales connects to the fruit at one end and a bristle on the other.  It looks like a papery starburst.",584719444cf6ddb0a0a8f9483a4095db
359,928,http://plantid.net/PhotoPath/Thumb192/__HH/Stephanomeria%20elata%20stem%20cropped%202.jpg,"Stephanomeria elata, Pink dandelion flower heads of about 6 rays connect directly to the stem.",ff75e2bfafd5bfdf10a1dd2cab5a5a54
360,929,http://plantid.net/PhotoPath/Thumb192/__HH/Stephanomeria%20elata%20leaves%202.jpg,"Stephanomeria elata, Basal leaves are fairly narrow.  Stem leaves are tiny and easy to miss.",7e1fd0b4b44141500c16f61c8177e949
361,930,http://plantid.net/PhotoPath/Thumb192/__HH/Stephanomeria%20elata%20pappus.jpg,"Stephanomeria elata, A cluster of plumose bristles grow from the tip of each fruit, creating a parachute to transport the seed when it's mature.",a65712e62fa07af0d462634423248018
362,931,http://plantid.net/PhotoPath/Thumb192/__SSM/Stephanomeria%20exigua%20ssp.%20exigua_0000%200000%200917%202246.jpg,"Stephanomeria exigua, A handful of white to pink rays are surrounded by an inner row of long, pointed phyllaries and an outer row of quite short phyllaries.",ab0943d4fe780761750c959f4c67bb8e
363,932,http://plantid.net/PhotoPath/Thumb192/__SSM/Stephanomeria%20exigua%20ssp.%20exigua_0000%200000%200608%200796.jpg,"Stephanomeria exigua, Stem is wiry, often with spreading branches.  Flower heads grow near stem or in a branched array near the top of the plant.",9afa472da294250ea34b530c1a8e0b9a
364,933,http://plantid.net/PhotoPath/Thumb192/__ZAB/Stephanomeria%20exigua%20ssp.%20coronaria_0000%200000%200815%204039.jpg,"Stephanomeria exigua, Few rays lead to few fruits and pappus parachutes, giving an open, bushy appearance.",2c3ff88d29bea18ece72a5a5f9fee380
365,934,http://plantid.net/PhotoPath/Thumb192/__BB/Stephanomeria%20virgata%20ssp.%20pleurocarpa_0000%200000%201009%202941.jpg,"Stephanomeria virgata ssp. pleurocarpa, Flower heads grow along stiff, vertical branches.  Although a dandelion, there are only a handful of rays .",abd5ec58e1dbb00edb75398d7c4265a3
366,935,http://plantid.net/PhotoPath/Thumb192/__KM/Stephanomeria%20virgata%20ssp.%20pleurocarpa_0000%200000%201208%202106.jpg,"Stephanomeria virgata ssp. pleurocarpa, In this subspecies, green phyllaries are appressed.  In ssp. virgata phyllaries are reflexed.",5c6dae16a7dad03a38ed5096b1707468
367,936,http://plantid.net/PhotoPath/Thumb192/__KM/Stephanomeria%20virgata%20ssp.%20pleurocarpa_0000%200000%201208%202105.jpg,"Stephanomeria virgata ssp. pleurocarpa, Each brown fruit grows a shock of plumose bristles to help the mature seed float away on the wind.",b90eb04708844d35909f69ca8db1b4f2
368,937,http://plantid.net/PhotoPath/Thumb192/__JML/Taraxacum%20officinale%20fl%20Closeup.jpg,"Taraxacum officinale, Here's the yellow dandelion head we all know.  Below are green phyllaries that point downward.",d2fce329f6da83030e10bbd423366555
369,938,http://plantid.net/PhotoPath/Thumb192/__FRDM/Over4500/Taraxacum%20officinaleLF.jpg,"Taraxacum officinale, Leaves have irregular, backwards-pointing lobes .",58406e4d49610dfa3d393cfd28900d2d
370,939,http://plantid.net/PhotoPath/Thumb192/__KM/Taraxacum%20officinale_0000%201111%201234%202263.jpg,"Taraxacum officinale, Brown fruits are attached to a white oval receptacle at one end and grow a white beak at the other end.  The beak attaches to many bristles , forming a parachute that carries the seed when it's mature.",fbcb4836b88af71e341b2b4ef9ba0645
371,940,http://plantid.net/PhotoPath/Thumb192/__NK/Tragopogon%20porrifolius_0000%200000%201114%203915.jpg,"Tragopogon porrifolius, Purple dandelion ray flowers are framed by several narrow, pointed, green phyllaries.",1efcdd760c5239d7c52dad7913acfee5
372,941,http://plantid.net/PhotoPath/Thumb192/__NK/Tragopogon%20porrifolius_0000%200000%201207%200962.jpg,"Tragopogon porrifolius, A large sphere of pappus surrounds mature fruits.",87005d7eefc1d26245a9c91b6ae86b1e
373,942,http://plantid.net/PhotoPath/Thumb192/__IFPS/Tragopogon%20porrifolius.jpg,"Tragopogon porrifolius, Leaves are quite long, grasslike, and wrap around the stem.",712dcc26b71e84c4841c85572ae1d599
374,943,http://plantid.net/PhotoPath/Thumb192/__NK/Uropappus%20lindleyi_0000%200000%201207%201183.jpg,"Uropappus lindleyi, A small yellow flower head is nestled inside long, narrow, pointed, green phyllaries .",c4efdfa553974842118d8f9565d2c1aa
375,944,http://plantid.net/PhotoPath/Thumb192/__WF/Uropappus%20lindleyi_Silver%20Puffs_Steep%20Ravine_2004-03-23__WF.jpg,"Uropappus lindleyi, Erect Stem to two feet with a single flower at the top.  Long narrow basal leaves.",003da4ac5cd813d7c952f0bac5d26a09
376,945,http://plantid.net/PhotoPath/Thumb192/__FRDM/Over4500/Uropappus%20lindleyiFR.jpg,"Uropappus lindleyi, Rather than hairy bristles common on pappus , each fruit grows 5 papery scales to help it float away on the wind.",21de5e2b3b18a1d4a2ae41be918ff0c2
377,949,http://plantid.net/PhotoPath/Thumb192/__NK/Arundo%20donax_0000%200000%200812%201046.jpg,"Arundo donax, Giant Reed is distinctive, growing to 30 feet on bamboo-like stems.  It has a silvery, hairy plume at the top.",52c042ee065b2d4ca7fb3b64defe5e89
378,950,http://plantid.net/PhotoPath/Thumb192/__WL/Arundo%20donax%20-%20Pleasanton%20Arroyo%20del%20Valle%202011-04-23%20-2.jpg,"Arundo donax, The stem is bamboo-like and is used to make structures, mats, and reeds for woodwind instruments.",bd5355f0a22b4ba97ffcd18a1dca152d
379,951,http://plantid.net/PhotoPath/Thumb192/__WL/Arundo%20donax%20-%20Pleasanton%202010-09-26%20-4.jpg,"Arundo donax, Leaf blades can grow many feet long.  They're flat or folded, with rough margins.",bc3d81e69b49635680ca50b5e02f59ad
380,952,http://plantid.net/PhotoPath/Thumb192/__SSM/Vicia%20gigantea_0000%200000%200406%200805.jpg,"Vicia gigantea, Pea flowers (under 1"" long) all hang off the same side of the flower stalk.  Black pea pods.",e5828ed5692b68148fd167dafa147871
381,953,http://plantid.net/PhotoPath/Thumb192/__ZAB/Vicia%20gigantea_0000%200000%200114%200173.jpg,"Vicia gigantea, Compound leaves are alternate and smooth-edged, with each leaflet about 1"" long.",92b80d87f7a54c1fe2efdf632840fb1a
382,954,http://plantid.net/PhotoPath/Thumb192/__NK/Vicia%20gigantea_0000%200000%201116%200516.jpg,"Vicia gigantea, Pea pods are over 1"" long and turn black when mature.",30bbea83badd5d5b8884748bb234e223
383,955,http://plantid.net/PhotoPath/Thumb192/__NK/Elymus%20condensatus_0000%200000%201014%202757.jpg,"Elymus condensatus, The inflorescence starts as a tight cylinder but opens up with branches, especially towards the bottom.",2e88af75242ae40805373f08383e7d98
384,956,http://plantid.net/PhotoPath/Thumb192/__NK/Elymus%20condensatus_0000%200000%201111%201271.jpg,"Elymus condensatus, Stems are thick, to 1/2"" across.  5 to 35 spikelets grow out of each stem node .",8b545d1c1d3a2dcd1953fde919ad3306
385,957,http://plantid.net/PhotoPath/Thumb192/__ZAB/Elymus%20condensatus_0000%200000%201216%204483.jpg,"Elymus condensatus, This is a tall rye.  Leaf blades have strong veins and grow to 1"" wide and 24"" long.  The top surface is smooth and the bottom rough.",b1e0d1e63dce4e4ae2272d2a754ea6bb
386,958,http://plantid.net/PhotoPath/Thumb192/__SGM/2013-01-28%20Blithedale%20Summit/Goldback%20Fern_Pentagramma%20triangularis__SGM.jpg,"Pentagramma triangularis, The broad triangle shape is rounded with two smaller segments that point down.",1a1b42e86de2c23dfa7831ebe09b281d
387,959,http://plantid.net/PhotoPath/Thumb192/__KK/Pentagramma%20triangularis%20ssp.%20triangularis_867.jpg,"Pentagramma triangularis, The back of the fern is quite pale, often covered with a gold dusty substance that inhibits moisture loss.",e6a24b13c8c44c37bb1a4decdd2fbb3a
388,960,http://plantid.net/PhotoPath/Thumb192/__LBM/Pentagramma%20triangularis.jpg,"Pentagramma triangularis, Each frond grows on a dark-brown shiny stalk, generally 8 - 12 inches long.",99f078be13d4e9bb001218cad8fd9e52
389,961,http://plantid.net/PhotoPath/Thumb192/__NK/Heterotheca%20sessiliflora%20ssp.%20bolanderi_0000%200000%201107%200983.jpg,"Heterotheca sessiliflora, Bright yellow, narrow ray flowers generally have space between them.  The center is tight with 30-50 disc flowers .",ad11a8ec35b5c8e677aec4f52d84a159
390,962,http://plantid.net/PhotoPath/Thumb192/__KM/Heterotheca%20sessiliflora%20ssp.%20echioides_0000%200000%201208%201748.jpg,"Heterotheca sessiliflora, Leaves get small near the top.  Several rows of phyllaries surround the flower head.  Leaves and phyllaries are covered with strong-smelling glandular hairs.",79ca3aef12b288c64e538bd865de4fef
391,963,http://plantid.net/PhotoPath/Thumb192/__KM/Heterotheca%20sessiliflora%20ssp.%20sessiliflora_0000%200000%200215%203561.jpg,"Heterotheca sessiliflora, Several bristly branches stand erect, branching into a flowering canopy at the top.",8590c396c7682ff857b5e38d1e8534e0
392,964,http://plantid.net/PhotoPath/Thumb192/__DDA/Eriophyllum%20confertiflorum_golden_yarrow_cropped_4x300_5-12-16%20a_DDA.jpg,"Eriophyllum confertiflorum, Golden Yarrow has clusters of yellow aster flowerheads at the tip of stems covered with feathery leaves.",2b777738f57b5655ffd39a9a2432ab21
393,965,http://plantid.net/PhotoPath/Thumb192/__WL/Eriophyllum%20confertiflorum%20var.%20confertiflorum%20-%20Pleasanton%20Ridge%202009-06-08%20-7.jpg,"Eriophyllum confertiflorum, Each flower head has several ray florets surrounding a half-sphere of tiny disc florets .",e081bec676f19d279610be2a6459c359
394,966,http://plantid.net/PhotoPath/Thumb192/__WL/Eriophyllum%20confertiflorum%20var.%20confertiflorum%20-%20Redwood%202007-03-23_-2.jpg,"Eriophyllum confertiflorum, Leaves are quite narrow, making a thready appearance.",45243c6f47ba0c5d8bfc8b15c1cccabf
395,967,http://plantid.net/PhotoPath/Thumb192/__SSM/Lamarckia%20aurea_0000%200000%200514%200438.jpg,"Lamarckia aurea, This grass is short and has distinctive, fluffy-looking, yellow or purple flowerheads. Leaves are about 3"" long and flat.",414b0fa5549a59d123b2a8ffb06d390b
396,968,http://plantid.net/PhotoPath/Thumb192/__WL/Lamarckia%20aurea%20-%20Vargas%20Plateau%202005-04-15%20-5.jpg,"Lamarckia aurea, Spikelets tend to stay on one side of the stem.  Woven florets are infertile.  1/4"" awns come from fertile florets.",bec9aafaba8dc2f1d696ba355f41e2e9
397,969,http://plantid.net/PhotoPath/Thumb192/__NK/Lamarckia%20aurea_0000%200000%201107%201056.jpg,"Lamarckia aurea, Inflorescences are shorter than your finger.  They can be purple or pale, golden yellow.",727a04038bf5ab2ad170e489df86a8c1
398,970,http://plantid.net/PhotoPath/Thumb192/__KM/Lasthenia%20californica_0000%200000%201208%201920.jpg,"Lasthenia californica, 6 - 13 bright yellow petal-like ray flowers surround numerous tiny disk flowers .  Each disk flower has nectar to attract pollinators.",11390d08966dfdae5221c89358a223d5
399,971,http://plantid.net/PhotoPath/Thumb192/__JML/Lasthenia%20californica%203.jpg,"Lasthenia californica, Opposite leaves are narrow, sometimes with shallow lobes .  Solitary flowerheads grow at the tips of stems and side branches.",d3f002894ee199f3a315ecde2532a1cb
400,972,http://plantid.net/PhotoPath/Thumb192/__NK/Lasthenia%20californica_0000%200000%200810%201099.jpg,"Lasthenia californica, Goldfields make quite a display, living up to their name.",921c535d19777525dedc314c0ca491a4
401,973,http://plantid.net/PhotoPath/Thumb192/__KM/Pinus%20sabiniana_0000%200000%201208%201216.jpg,"Pinus sabiniana, Pale gray-green needles grouped in 3s are 8"" to 12"" long.",5622fadfd30476a7886708dde8c2bf90
402,974,http://plantid.net/PhotoPath/Thumb192/__JML/Pinus%20sabiniana%20cone.jpg,"Pinus sabiniana, A heavy cone with upturned scales grows to 13 inches.",816683048c12d52112db973d5264c844
403,975,http://plantid.net/PhotoPath/Thumb192/__KM/Pinus%20sabiniana_0000%200000%201208%201218.jpg,"Pinus sabiniana, Does well in dry areas and is widespread in the Sierras and California foothills.",5e539794d573c70ee6e8d21f602d2d31
404,976,http://plantid.net/PhotoPath/Thumb192/__SSM/Grindelia%20camporum_0000%200000%200606%200229.jpg,"Grindelia camporum, About 30 yellow petals, with a yellow center.  Flower is fairly big - 1 to 3 inches across.",aa90531503567f0ecd76e033faf34700
405,977,http://plantid.net/PhotoPath/Thumb192/__BHS/2015-05-29%20Mt.%20Hamilton/Grindelia%20camporum_Great%20Valley%20Gumweed_Mt%20Hamilton_2015-05-29__BHS-14-2015-05-29%20Mt.%20Hamilton.jpg,"Grindelia camporum, Center of flower often filled with resin.  Note the reflexed green phyllaries.",5387887d93f8a219405fee269511d8db
406,978,http://plantid.net/PhotoPath/Thumb192/__KM/Grindelia%20camporum_0000%200000%201208%201730.jpg,"Grindelia camporum, Leaves are stiff, but not fleshy.",03fea8011c49649d2452bf5747bcda30
407,979,http://plantid.net/PhotoPath/Thumb192/__NK/Grindelia%20hirsutula_0000%200000%200118%200841.jpg,"Grindelia hirsutula, Flowerheads, up to 2 inches across, show many wide ray flowers and many central disk flowers .",19145ad20bd7564baaf54b70ccf0514b
408,980,http://plantid.net/PhotoPath/Thumb192/__WF/Grindelia%20hirsutula_Gumweed_Tiburon_1979=06=19__WF.jpg,"Grindelia hirsutula, Hairy Gumweed grows several feet tall, with showy yellow flowerheads.  Early flowerheads show a white gummy resin.",53db515edd20cafbefeca150b99f96f7
409,981,http://plantid.net/PhotoPath/Thumb192/__NK/Grindelia%20hirsutula_0000%200000%200116%200220.jpg,"Grindelia hirsutula, Below the flowerhead is a green spherical collection of overlapping phyllaries with reflexed tips.",a6b155017baa7cba41ca05dd6f72d5e7
410,985,http://plantid.net/PhotoPath/Thumb192/__JKN/Vicia%20villosa%20ssp.%20varia_0000%200000%200402%200004.jpg,"Vicia villosa, This vetch has many large, hanging, pea flowers.  Colors vary from purples to pinks to white.",f9fab963495c8e0af760d1ecbb865f97
411,986,http://plantid.net/PhotoPath/Thumb192/__NK/Vicia%20villosa%20ssp.%20villosa_0000%200000%201208%201641.jpg,"Vicia villosa, Flowers are tubular, ending in a pea-flower shape.  The deep colors catch your eye.",a2b72d117f3dd0e913d0bfc9374507a2
412,987,http://plantid.net/PhotoPath/Thumb192/__ZAB/Vicia%20villosa_0000%200000%201216%202055.jpg,"Vicia villosa, Winter vetch is a vine, draping itself over adjacent plants.",595b39a00441b5c931157efdd67b0b18
413,988,http://plantid.net/PhotoPath/Thumb192/__KK/Luzula%20comosa_743.jpg,"Luzula comosa var. comosa, This variety has long bracts that extend beyond the flower cluster.",2639c795f4dee20a7185ca72a2f50eb1
414,989,http://plantid.net/PhotoPath/Thumb192/__KK/Luzula%20comosa_744.jpg,"Luzula comosa var. comosa, Like all Luzula rushes , leaves are flat and have long, soft, wavy hairs (thus Hairy Wood Rush).",bd62ece6d56086439224fea789062e0c
415,990,http://plantid.net/PhotoPath/Thumb192/__IFPS/Luzula%20comosa.jpg,"Luzula comosa var. comosa, Stems are solid (unlike hollow grass stems).  They start out erect but can bend over from the weight of their flowers.",8333ef0e62a8c3db0f23205e889e0c6b
416,991,http://plantid.net/PhotoPath/Thumb192/__WF/Phalaris%20aquatica%203_Harding%20Grass_Lucas%20Valley%20Road_1977-05-14__WF.jpg,"Phalaris aquatica, A dense cylinder of pale spikelets rises 2-6"", and is less than 1"" wide.  They're smooth to the touch.",1cd5aee928e05dfc0b216b9653054930
417,992,http://plantid.net/PhotoPath/Thumb192/__SSM/Phalaris%20aquatica_0000%200000%200311%203289.jpg,"Phalaris aquatica, Although the inflorescence looks like a spike , spikelets are connected on short stalks and have flat, reflective glumes .",89b63d005ad5a52c7832bf3f344b32e0
418,993,http://plantid.net/PhotoPath/Thumb192/__ZAB/Phalaris%20aquatica_0000%200000%200517%201522.jpg,"Phalaris aquatica, Leaves are grey-green and droop at their ends.  Although impressive to look at, Harding Grass lives many years and is a troublesome weed, invading grasslands and disturbed areas.",c58bb014d426667209fcdca4d3c7ceb6
